ID,Label
437,"cation: im-2o2,4,1 + anion: ntf2"
438,"cation: im-2o2,4,2 + anion: ntf2"
439,"cation: im-2o2,4 + anion: ntf2"
440,"cation: im-2o2,5,1 + anion: ntf2"
441,"cation: im-2o2,5,2 + anion: ntf2"
442,"cation: im-2o2oh,1 + anion: cl"
443,"cation: im-2oh,1 + anion: bf4"
444,"cation: im-2oh,1 + anion: dca"
445,"cation: im-2oh,1 + anion: fap"
446,"cation: im-2oh,1 + anion: imidazolide"
447,"cation: im-2oh,1 + anion: ntf2"
448,"cation: im-2oh,1 + anion: pf6"
449,"cation: im-2ono2,1 + anion: dca"
450,"cation: im-2ph,1 + anion: alcl4"
451,"cation: im-2ph,1 + anion: ntf2"
452,"cation: im-2v,1,1 + anion: pyrazolide-no2[4]"
453,"cation: im-3,1,1 + anion: bf4"
454,"cation: im-3,1,1 + anion: ctf3"
455,"cation: im-3,1,1 + anion: hso4"
456,"cation: im-3,1,1 + anion: ntf2"
457,"cation: im-3,1,1 + anion: pyrazolide-no2[4]"
458,"cation: im-3,1,1o2 + anion: ntf2"
459,"cation: im-3,1,1o3 + anion: ntf2"
460,"cation: im-3,1,1o4 + anion: ntf2"
461,"cation: im-3,1,cn + anion: ntf2"
462,"cation: im-3,1 + anion: alcl4"
463,"cation: im-3,1 + anion: bf3-1[f]"
464,"cation: im-3,1 + anion: bf3-2[f]"
465,"cation: im-3,1 + anion: bf3-3[f]"
466,"cation: im-3,1 + anion: bf3-4[f]"
467,"cation: im-3,1 + anion: bf4"
468,"cation: im-3,1 + anion: h2po4"
469,"cation: im-3,1 + anion: hco3"
470,"cation: im-3,1 + anion: i"
471,"cation: im-3,1 + anion: no3"
472,"cation: im-3,1 + anion: npf2"
473,"cation: im-3,1 + anion: ntf2"
474,"cation: im-3,1 + anion: pf6"
475,"cation: im-3,1 + anion: scn"
476,"cation: im-3,2,1o2 + anion: ntf2"
477,"cation: im-3,2,1o3 + anion: ntf2"
478,"cation: im-3,2 + anion: ntf2"
479,"cation: im-3,3 + anion: ntf2"
480,"cation: im-3ch,1 + anion: ntf2"
481,"cation: im-3cn,1,1 + anion: dca"
482,"cation: im-3cn,1,1 + anion: ntf2"
483,"cation: im-3cn,1 + anion: bf3-3icn"
484,"cation: im-3cn,1 + anion: bf4"
485,"cation: im-3cn,1 + anion: dca"
486,"cation: im-3cn,1 + anion: ntf2"
487,"cation: im-3cn,3cn + anion: bf3-3icn"
488,"cation: im-3cooh,1 + anion: bf3-3icn"
489,"cation: im-3dp,4 + anion: bf4"
490,"cation: im-3dp,4 + anion: pf6"
491,"cation: im-3dp,6 + anion: bf4"
